MLS,St,Status_Date,P_Type,Address,Municipality,City,Area,CDOM,Price,Bedrooms,Bth,Square_Footage,Acres,Age,Listing_Office_ID,Total_Baths,Full_Baths,Half_Baths,Standardization,RetAddr1,RetAddr2,RetCity,RetState,RetZipCode,RetHyphen,RetPlus4
18073178,S,10/25/2018 0:00,RESI,9883 Regency Place,Unincorporated,Unincorporated,316,11,354900,3,3 (2 1),2320,0.36,35,DGER01,3,2,1,-,9883 REGENCY PL,,UNINCORPORATD,MO,,-,
18079284,S,11/9/2018 0:00,RESI,100 Riverwood Estates Blvd,Hazelwood,Hazelwood,48,3,227400,3,3 (2 1),2352,0.4,33,CBG 12,3,2,1,-,100 RIVERWOOD ESTATES BLVD,,HAZELWOOD,MO,,-,
18015350,S,11/14/2018 0:00,RESI,8 Roclare Lane,Town And Country,Town and Country,168,237,1275000,6,6 (5 1),4862,1,21,CBG 11,6,5,1,-,8 ROCLARE LN,,TWN AND CNTRY,MO,63131,-,1129
18077202,S,11/19/2018 0:00,RESI,8502 Rosemary Avenue,Unincorporated,Unincorporated,286,7,133000,3,2 (2 0),1230,0.14,81,RDKY02,2,2,0,-,8502 ROSEMARY AVE,,UNINCORPORATD,MO,63123,-,3734
18052452,S,12/12/2018 0:00,RESI,14632 Rouvre Dr,Unincorporated,Unincorporated,47,152,90000,2,2 (2 0),1364,0.22,42,STR 01,2,2,0,-,14632 ROUVRE DR,,UNINCORPORATD,MO,63034,-,2318
18056217,S,12/4/2018 0:00,RESI,1100 Sandstone Dr,Unincorporated,Unincorporated,166,125,170000,3,2 (2 0),1284,0.24,54,RDKY02,2,2,0,-,1100 SANDSTONE DR,,UNINCORPORATD,MO,,-,
18056429,S,10/25/2018 0:00,RESI,14325 Sinks Road (4325 Deep Drive) Dr,Unincorporated,Florissant,47,5,328150,5,4 (4 0),3207,3,38,RMST02,4,4,0,-,14325 SINKS ROAD (4325 DEEP DRIVE) DR,,FLORISSANT,MO,,-,
18076508,S,11/8/2018 0:00,RESI,5939 Stephanie Green Ct,Unincorporated,Unincorporated,331,2,204900,2,2 (2 0),1420,0,13,SLAY01,2,2,0,-,5939 STEPHANIE GREEN CT,,UNINCORPORATD,MO,,-,
18066619,S,10/9/2018 0:00,RESI,1301 Weidman Manor Ct,Unincorporated,Unincorporated,168,4,804900,4,4 (3 1),2562,0.45,7,PTCA01,4,3,1,-,1301 WEIDMAN MANOR CT,,UNINCORPORATD,MO,63011,-,4281
18086704,S,11/29/2018 0:00,RESI,16 Williamsburg Estates Dr,Town And Country,Town and Country,168,0,1935000,0,(0 0),5546,1.11,2,CBPR01,,0,0,-,16 WILLIAMSBURG ESTATES DR,,TWN AND CNTRY,MO,63131,-,1017
18086644,S,11/28/2018 0:00,RESI,525 Winston Dr,Unincorporated,Unincorporated,331,7,119900,2,2 (2 0),962,0.08,82,RMXR01,2,2,0,-,525 WINSTON DR,,UNINCORPORATD,MO,,-,
18048879,S,10/25/2018 0:00,RESI,380 Woodrun Dr,Ballwin,St Louis,348,3,340000,3,2 (2 0),2262,0.24,33,CICP01,2,2,0,-,380 WOODRUN DR,,ST LOUIS,MO,63021,-,6154
18036422,S,1/25/2019 0:00,RESI,101 Avalon Valley Lane,Unincorporated,Unincorporated,349,342,400000,4,5 (4 1),4170,3.11,17,ONPT01,5,4,1,-,101 AVALON VALLEY LN,,UNINCORPORATD,MO,63026,-,7811
18067290,S,1/3/2019 0:00,RESI,2809 Barrett Oaks Lane,Des Peres,Des Peres,169,84,405000,4,4 (3 1),2830,0.18,26,RMXR04,4,3,1,-,2809 BARRETT OAKS LN,,DES PERES,MO,63021,-,3812
19001437,S,3/8/2019 0:00,RESI,2255 BELFAST Dr,Unincorporated,Unincorporated,64,62,85800,3,2 (2 0),1045,0.18,55,RLXG01,2,2,0,-,2255 BELFAST DR,,UNINCORPORATD,MO,63033,-,1301
19001032,S,2/27/2019 0:00,RESI,1506 Berry Leaf Ct,Unincorporated,Unincorporated,169,20,225000,3,3 (2 1),1376,0.15,28,KWRC01,3,2,1,-,1506 BERRY LEAF CT,,UNINCORPORATD,MO,,-,
19004224,S,3/15/2019 0:00,RESI,601 Boenecke,Unincorporated,Unincorporated,286,42,160000,3,3 (2 1),1224,0.12,78,BHSP01,3,2,1,-,601 BOENECKE,,UNINCORPORATD,MO,,-,
18040853,S,3/8/2019 0:00,RESI,1078 Bridleridge Crossing Spur,Unincorporated,St Louis,349,231,591000,5,4 (3 1),2898,0.25,11,LAUP01,4,3,1,-,1078 BRIDLERIDGE CROSSING SPUR,,ST LOUIS,MO,,-,
18084686,S,1/15/2019 0:00,RESI,12247 Clayton Rd,Town And Country,Town and Country,168,221,1557625,5,8 (6 2),5170,1.44,14,CBG 11,8,6,2,-,12247 CLAYTON RD,,TWN AND CNTRY,MO,,-,
18091630,S,3/1/2019 0:00,RESI,11812 Craig Manor Dr,Unincorporated,Unincorporated,166,136,658000,5,5 (4 1),4138,0.24,2,RLVN01,5,4,1,-,11812 CRAIG MANOR DR,,UNINCORPORATD,MO,,-,
18083201,S,1/15/2019 0:00,RESI,1643 Garden Valley,Wildwood,Glencoe,347,5,410000,5,5 (4 1),3950,0.54,16,CBG 32,5,4,1,-,1643 GARDEN VLY,,GLENCOE,MO,,-,
18083011,S,1/28/2019 0:00,RESI,7813 Genesta St,Unincorporated,Unincorporated,271,42,125000,2,1 (1 0),858,0.15,96,ASOC01,1,1,0,-,7813 GENESTA ST,,UNINCORPORATD,MO,63123,-,2814
19002421,S,2/11/2019 0:00,RESI,10733 Hallwood Dr,Unincorporated,Unincorporated,46,13,35000,3,2 (1 1),986,0.19,60,HMSC01,2,1,1,-,10733 HALLWOOD DR,,UNINCORPORATD,MO,,-,
19010353,S,3/29/2019 0:00,RESI,11 Hazelwood,Hazelwood,Hazelwood,48,30,125000,3,1 (1 0),1798,0.34,67,MADA01,1,1,0,-,11 HAZELWOOD,,HAZELWOOD,MO,,-,
18076010,S,1/31/2019 0:00,RESI,12848 Horton Lane,Town And Country,Town and Country,168,78,2000000,5,7 (4 3),5090,1.84,13,CBG 11,7,4,3,-,12848 HORTON LN,,TWN AND CNTRY,MO,63131,-,1410
18094540,S,1/15/2019 0:00,RESI,50 jost villa,Unincorporated,Unincorporated,47,10,86000,2,2 (1 1),1017,0.08,15,BEMI01,2,1,1,-,50 JOST VILLA,,UNINCORPORATD,MO,,-,
18075985,S,1/11/2019 0:00,RESI,2096 Maryland Oaks Cir,Maryland Heights,Maryland Heights,166,37,430000,5,4 (3 1),2584,0.14,2,CBG 50,4,3,1,-,2096 MARYLAND OAKS CIR,,MARYLND HGHTS,MO,,-,
18064001,S,1/22/2019 0:00,RESI,555 South Mason Rd,Town And Country,Town and Country,167,55,1866600,5,6 (4 2),6118,2.39,33,CBG 11,6,4,2,-,555 S MASON RD,,TWN AND CNTRY,MO,,-,
19003324,S,3/15/2019 0:00,RESI,808 Mason Wood,Town And Country,Town and Country,168,24,610000,3,4 (2 2),4073,1.2,49,CBG 11,4,2,2,-,808 MASON WOOD,,TWN AND CNTRY,MO,,-,
18094670,S,1/29/2019 0:00,RESI,10764 Midland Blvd,Unincorporated,Unincorporated,76,20,123500,3,2 (1 1),1036,0.19,46,CBG 15,2,1,1,-,10764 MIDLAND BLVD,,UNINCORPORATD,MO,63114,-,1840
18071368,S,1/31/2019 0:00,RESI,2466 Oak Springs Lane,Town And Country,Town and Country,168,90,1680000,5,7 (5 2),5330,0.99,14,CBG 11,7,5,2,-,2466 OAK SPRINGS LN,,TWN AND CNTRY,MO,63131,-,1113
19004400,S,2/27/2019 0:00,RESI,878 Reavis Barracks,Unincorporated,Unincorporated,331,5,219000,3,2 (1 1),1843,0.49,66,MCFE01,2,1,1,-,878 REAVIS BARRACKS,,UNINCORPORATD,MO,,-,
18056388,S,3/29/2019 0:00,RESI,1527 Shalimar Ridge Lane,Unincorporated,Unincorporated,349,227,850000,3,3 (2 1),4584,3.01,11,SLRG01,3,2,1,-,1527 SHALIMAR RIDGE LN,,UNINCORPORATD,MO,,-,
19010047,S,3/28/2019 0:00,RESI,7801 Anawood Dr,Unincorporated,Unincorporated,271,4,181500,3,2 (1 1),1134,0.23,61,JJNR01,2,1,1,-,7801 ANAWOOD DR,,UNINCORPORATD,MO,63123,-,3538
18041763,S,1/14/2019 0:00,RESI,1260 Tammany Lane,Town And Country,Town and Country,168,160,492500,3,4 (2 2),2862,0.64,32,CBG 11,4,2,2,-,1260 TAMMANY LN,,TWN AND CNTRY,MO,63131,-,1014
18031355,S,3/18/2019 0:00,RESI,901 Town And Country Estts Ct,Town And Country,Town and Country,168,307,740000,5,5 (3 2),3418,1.21,31,BHAL05,5,3,2,-,901 TOWN AND COUNTRY ESTTS CT,,TWN AND CNTRY,MO,,-,
18089186,S,1/3/2019 0:00,RESI,9809 Vicksburg Siege Ct,Unincorporated,Unincorporated,316,2,395000,4,3 (3 0),1887,0.16,5,MCFE01,3,3,0,-,9809 VICKSBURG SIEGE CT,,UNINCORPORATD,MO,63123,-,1805
18072979,S,2/5/2019 0:00,RESI,13365 Walfield Lane,Chesterfield,Chesterfield,167,90,200000,4,3 (3 0),1190,0.25,53,EXSL02,3,3,0,-,13365 WALFIELD LN,,CHESTERFIELD,MO,,-,
18081740,S,2/14/2019 0:00,RESI,5704 Welmering Dr,Unincorporated,Unincorporated,271,56,120900,2,1 (1 0),759,0.08,80,RMXR04,1,1,0,-,5704 WELMERING DR,,UNINCORPORATD,MO,63123,-,3662
18060530,S,1/15/2019 0:00,RESI,2410 Wexford Woods Ct,Town And Country,Town and Country,168,139,745000,4,6 (4 2),4596,1.02,36,CBG 24,6,4,2,-,2410 WEXFORD WOODS CT,,TWN AND CNTRY,MO,63131,-,1139
19000017,S,1/25/2019 0:00,RESI,2410 Wexford Woods Ct,Town And Country,Town and Country,168,139,745000,4,6 (4 2),4596,1.02,36,CBG 24,6,4,2,-,2410 WEXFORD WOODS CT,,TWN AND CNTRY,MO,63131,-,1139
18032223,S,1/15/2019 0:00,RESI,12970 Woodlark Lane,Town And Country,Town and Country,168,265,2080000,5,7 (5 2),6822,0.99,7,CBG 11,7,5,2,-,12970 WOODLARK LN,,TWN AND CNTRY,MO,,-,
19011496,S,4/25/2019 0:00,RESI,2463 Barrett Heights Dr,Des Peres,Des Peres,169,14,356000,5,3 (3 0),1880,0.18,24,CBG 32,3,3,0,-,2463 BARRETT HEIGHTS DR,,DES PERES,MO,63021,-,5895
19035503,S,6/28/2019 0:00,RESI,15 Bellerive Country Club,Town And Country,Town and Country,166,9,1575000,5,7 (5 2),5398,1.4,13,MCFE01,7,5,2,-,15 BELLERIVE COUNTRY CLB,,TWN AND CNTRY,MO,,-,
19037399,S,5/28/2019 0:00,RESI,1408 Birchwood Cove Ct,Manchester,Unincorporated,169,0,419000,4,4 (2 2),2438,0.4,35,BHSP04,4,2,2,-,1408 BIRCHWOOD COVE CT,,UNINCORPORATD,MO,63021,-,5765
18080071,S,4/3/2019 0:00,RESI,2530 Bopp Rd,Town And Country,Town and Country,151,182,545000,4,4 (4 0),2063,1.15,60,CBG 11,4,4,0,-,2530 BOPP RD,,TWN AND CNTRY,MO,63131,-,3217
19003662,S,4/5/2019 0:00,RESI,1461 Broadlawns Lane,Unincorporated,Unincorporated,46,43,57000,3,1 (1 0),912,0.18,60,ALRG01,1,1,0,-,1461 BROADLAWNS LN,,UNINCORPORATD,MO,,-,
18035747,S,4/3/2019 0:00,RESI,12100 Carberry Place,Town And Country,Town and Country,168,297,765000,5,5 (4 1),3933,1.01,38,CBG 11,5,4,1,-,12100 CARBERRY PL,,TWN AND CNTRY,MO,63131,-,3103
18074167,S,5/20/2019 0:00,RESI,4 Chapel Hill Estates,Town And Country,Town and Country,168,327,645000,4,4 (3 1),3194,1.19,61,BHAD02,4,3,1,-,4 CHAPEL HILL ESTS,,TWN AND CNTRY,MO,,-,
19029175,S,6/7/2019 0:00,RESI,8 Country Aire,Town And Country,Town and Country,168,42,915000,4,6 (4 2),4000,1.1,66,CBG 11,6,4,2,-,8 COUNTRY AIRE,,TWN AND CNTRY,MO,,-,
19011221,S,4/8/2019 0:00,RESI,11800 Craig Manor Dr,Unincorporated,Unincorporated,166,36,607000,5,4 (3 1),4214,0.35,12,MCFE01,4,3,1,-,11800 CRAIG MANOR DR,,UNINCORPORATD,MO,,-,
19024595,S,6/27/2019 0:00,RESI,13304 Cross Land Dr,Town And Country,Town and Country,168,8,1352510,6,5 (5 0),4368,3.34,46,MCAR01,5,5,0,-,13304 CROSS LAND DR,,TWN AND CNTRY,MO,,-,
19014345,S,4/18/2019 0:00,RESI,2703 Danforth Dr,Unincorporated,Unincorporated,331,33,239000,3,2 (2 0),1215,0.34,52,LURG01,2,2,0,-,2703 DANFORTH DR,,UNINCORPORATD,MO,,-,
19003487,S,4/22/2019 0:00,RESI,962 Delvin Dr,Town And Country,Town and Country,168,66,875000,5,6 (4 2),4636,1.02,32,CBG 15,6,4,2,-,962 DELVIN DR,,TWN AND CNTRY,MO,,-,
19030544,S,6/6/2019 0:00,RESI,9537 Dulles Ct,Unincorporated,Unincorporated,286,34,161200,3,2 (2 0),888,0.14,65,LURG01,2,2,0,-,9537 DULLES CT,,UNINCORPORATD,MO,63123,-,6514
18091859,S,4/15/2019 0:00,RESI,11106 Ebert Dr,Unincorporated,Unincorporated,46,127,100000,3,2 (2 0),1272,0.21,60,SHIL,2,2,0,-,11106 EBERT DR,,UNINCORPORATD,MO,,-,
19027034,S,5/24/2019 0:00,RESI,151 East Etta Ave,Unincorporated,Unincorporated,301,43,123500,2,1 (1 0),1017,0.14,112,REGO01,1,1,0,-,151 E ETTA AVE,,UNINCORPORATD,MO,,-,
19014955,S,6/28/2019 0:00,RESI,11701 Fallbrook Dr,Town And Country,Town and Country,168,31,365000,3,3 (3 0),2615,1.04,49,CBG 11,3,3,0,-,11701 FALLBROOK DR,,TWN AND CNTRY,MO,63131,-,2525
19027219,S,5/29/2019 0:00,RESI,1790 Flordawn Dr,Florissant,St Louis,48,3,165900,3,2 (2 0),1105,0.23,50,CICP01,2,2,0,-,1790 FLORDAWN DR,,ST LOUIS,MO,63031,-,6413
18047378,S,6/28/2019 0:00,RESI,12045 Gailcrest,Town And Country,Town and Country,168,345,2225000,5,9 (6 3),7521,2.03,20,MANN01,9,6,3,-,12045 GAILCREST,,TWN AND CNTRY,MO,,-,
19025770,S,5/22/2019 0:00,RESI,10629 E Grantview Dr,Unincorporated,Unincorporated,316,34,250000,3,2 (1 1),1340,0.22,63,RDKY02,2,1,1,-,10629 E GRANTVIEW DR,,UNINCORPORATD,MO,,-,
19011423,S,5/15/2019 0:00,RESI,4022 Hartwick Ct,Unincorporated,Unincorporated,47,1,290000,5,3 (3 0),2504,0.36,31,WCLK01,3,3,0,-,4022 HARTWICK CT,,UNINCORPORATD,MO,,-,
19013664,S,5/24/2019 0:00,RESI,1159 Holly River Dr,Hazelwood,Hazelwood,48,99,195000,3,3 (2 1),1891,0.33,39,RMXR02,3,2,1,-,1159 HOLLY RIVER DR,,HAZELWOOD,MO,63031,-,7458
19018327,S,6/19/2019 0:00,RESI,4009 Hounds Hill Dr,Unincorporated,Unincorporated,47,53,167500,4,3 (2 1),2113,0.27,38,SHIL,3,2,1,-,4009 HOUNDS HILL DR,,UNINCORPORATD,MO,63034,-,2017
19028574,S,6/27/2019 0:00,RESI,1922 Karlin Dr,Town And Country,Town and Country,168,64,625000,5,3 (3 0),3258,1.03,58,MCAR01,3,3,0,-,1922 KARLIN DR,,TWN AND CNTRY,MO,63131,-,1701
18094716,S,4/30/2019 0:00,RESI,21 Kempfer Hills Ct,Unincorporated,Unincorporated,47,89,210000,2,3 (3 0),1419,4.17,36,MAGN01,3,3,0,-,21 KEMPFER HILLS CT,,UNINCORPORATD,MO,,-,
19024813,S,6/12/2019 0:00,RESI,10605 Knollside Circle Dr,Unincorporated,Unincorporated,316,50,185900,3,3 (2 1),1296,0.2,60,HMBR01,3,2,1,-,10605 KNOLLSIDE CIRCLE DR,,UNINCORPORATD,MO,,-,
19026988,S,5/24/2019 0:00,RESI,3635 Legan Oaks Lane,Unincorporated,Unincorporated,47,4,290000,5,4 (3 1),2061,3.08,31,MAGN01,4,3,1,-,3635 LEGAN OAKS LN,,UNINCORPORATD,MO,63034,-,1200
18033213,S,6/25/2019 0:00,RESI,1948 South Mason Rd,Town And Country,Town and Country,168,436,1300000,5,8 (5 3),6058,1.14,20,DIEL01,8,5,3,-,1948 S MASON RD,,TWN AND CNTRY,MO,63131,-,1617
17096617,S,4/12/2019 0:00,RESI,13659 Mason Heights,Town And Country,Town and Country,168,447,2850000,5,7 (5 2),7683,2.5,4,CBG 11,7,5,2,-,13659 MASON HTS,,TWN AND CNTRY,MO,,-,
19022093,S,4/8/2019 0:00,RESI,1712 Mason Knoll Rd,Town And Country,Town and Country,168,0,602000,5,5 (4 1),2782,0.85,33,CBG 11,5,4,1,-,1712 MASON KNOLL RD,,TWN AND CNTRY,MO,63131,-,1200
19021873,S,6/14/2019 0:00,RESI,1566 Mason Valley Rd,Town And Country,Town and Country,168,8,524900,3,3 (3 0),2636,0.55,46,DIEL01,3,3,0,-,1566 MASON VALLEY RD,,TWN AND CNTRY,MO,63131,-,1227
19015257,S,5/8/2019 0:00,RESI,901 Mason Wood Dr,Town And Country,Town and Country,168,34,675000,4,4 (3 1),3608,1,43,CBG 11,4,3,1,-,901 MASON WOOD DR,,TWN AND CNTRY,MO,,-,
19024075,S,4/26/2019 0:00,RESI,9756 Medford Dr,Unincorporated,Unincorporated,31,9,24500,3,1 (1 0),912,0.17,66,WCLK01,1,1,0,-,9756 MEDFORD DR,,UNINCORPORATD,MO,,-,
19011476,S,4/16/2019 0:00,RESI,54 Meditation Way Ct,Hazelwood,Hazelwood,48,16,258000,3,3 (3 0),1632,0.24,35,CBG 06,3,3,0,-,54 MEDITATION WAY CT,,HAZELWOOD,MO,63031,-,6535
18065501,S,4/11/2019 0:00,RESI,63 Muirfield Ct,Town And Country,Town and Country,166,190,882500,4,6 (5 1),4625,1,46,MCFE01,6,5,1,-,63 MUIRFIELD CT,,TWN AND CNTRY,MO,,-,
18092744,S,5/7/2019 0:00,RESI,11775 Old Halls Ferry Rd,Unincorporated,Unincorporated,47,128,107000,3,2 (2 0),1323,0.17,53,STR 01,2,2,0,-,11775 OLD HALLS FERRY RD,,UNINCORPORATD,MO,63033,-,6824
19017603,S,5/3/2019 0:00,RESI,2716 Peachwood Trail,Unincorporated,Unincorporated,332,25,205000,3,3 (2 1),1189,0.25,45,MANN01,3,2,1,-,2716 PEACHWOOD TRL,,UNINCORPORATD,MO,,-,
19022820,S,5/10/2019 0:00,RESI,1149 Reale Ave,Unincorporated,Unincorporated,46,25,58000,2,2 (2 0),864,0.15,59,STR 01,2,2,0,-,1149 REALE AVE,,UNINCORPORATD,MO,,-,
18041729,S,6/4/2019 0:00,RESI,5 Rutherford Lane,Town And Country,Town and Country,168,215,2790000,5,8 (5 3),6900,1.02,4,MCFE01,8,5,3,-,5 RUTHERFORD LN,,TWN AND CNTRY,MO,63131,-,1016
19024332,S,4/10/2019 0:00,RESI,11214 Santa Clara Dr,Unincorporated,Unincorporated,316,0,180000,2,3 (2 1),1384,0.23,56,RMXR01,3,2,1,-,11214 SANTA CLARA DR,,UNINCORPORATD,MO,,-,
19009246,S,5/3/2019 0:00,RESI,1217 scott,Unincorporated,Unincorporated,46,58,26000,3,1 (1 0),864,0.11,61,STR 01,1,1,0,-,1217 SCOTT,,UNINCORPORATD,MO,,-,
19018693,S,6/14/2019 0:00,RESI,6555 sedgemoor Ct,Unincorporated,Unincorporated,47,5,129100,3,3 (3 0),2203,0.36,50,ALRG01,3,3,0,-,6555 SEDGEMOOR CT,,UNINCORPORATD,MO,,-,
19011702,S,4/4/2019 0:00,RESI,12850 Strathearn Dr,Maryland Heights,Maryland Heights,166,35,200000,3,2 (2 0),1484,0.19,42,RMPM01,2,2,0,-,12850 STRATHEARN DR,,MARYLND HGHTS,MO,,-,
19008153,S,5/15/2019 0:00,RESI,1234 Takara Ct,Town And Country,Town and Country,168,59,1250000,4,6 (5 1),4049,1.05,34,CBG 11,6,5,1,-,1234 TAKARA CT,,TWN AND CNTRY,MO,63131,-,1013
19009297,S,6/4/2019 0:00,RESI,1264 Takara Ct,Town And Country,Town and Country,168,40,645000,6,4 (3 1),2873,0.86,34,WCLK01,4,3,1,-,1264 TAKARA CT,,TWN AND CNTRY,MO,,-,
18077171,S,6/27/2019 0:00,RESI,1284 Tammany Lane,Town And Country,Town and Country,168,156,677000,4,5 (4 1),3404,1.02,33,CBPR01,5,4,1,-,1284 TAMMANY LN,,TWN AND CNTRY,MO,63131,-,1014
19008866,S,4/11/2019 0:00,RESI,1933 Telford Dr,Unincorporated,Unincorporated,331,8,134000,2,1 (1 0),1125,0.15,68,CBG 32,1,1,0,-,1933 TELFORD DR,,UNINCORPORATD,MO,,-,
19001315,S,4/12/2019 0:00,RESI,10200 Tesson Valley Ct,Unincorporated,Unincorporated,331,40,250000,3,4 (3 1),2257,0.25,27,KWSW01,4,3,1,-,10200 TESSON VALLEY CT,,UNINCORPORATD,MO,63123,-,6299
18084266,S,4/15/2019 0:00,RESI,12960 Thornhill Dr,Town And Country,Town and Country,168,532,1400000,5,6 (4 2),4934,1,9,MANN01,6,4,2,-,12960 THORNHILL DR,,TWN AND CNTRY,MO,63131,-,1723
19018653,S,5/6/2019 0:00,RESI,724 Timber Ridge Acre,Unincorporated,Unincorporated,349,6,534500,4,4 (3 1),2570,3.02,18,CBG 03,4,3,1,-,724 TIMBER RIDGE ACRE,,UNINCORPORATD,MO,,-,
18041773,S,4/15/2019 0:00,RESI,12921 Timmor Ct,Town And Country,Town and Country,168,224,2300000,5,8 (6 2),6802,1.02,13,CBG 11,8,6,2,-,12921 TIMMOR CT,,TWN AND CNTRY,MO,,-,
19008823,S,6/27/2019 0:00,RESI,1427 Topping,Town And Country,Town and Country,168,134,1240000,4,6 (5 1),5110,0.99,19,CBPR01,6,5,1,-,1427 TOPPING,,TWN AND CNTRY,MO,,-,
19009422,S,5/22/2019 0:00,RESI,12821 Topping Meadows,Town And Country,Town and Country,168,8,756000,4,4 (4 0),3056,1.08,40,CBPR01,4,4,0,-,12821 TOPPING MDWS,,TWN AND CNTRY,MO,63131,-,1419
19001852,S,4/15/2019 0:00,RESI,12919 Topping Way Dr,Town And Country,Town and Country,168,58,975000,5,6 (4 2),3702,1,32,MANN01,6,4,2,-,12919 TOPPING WAY DR,,TWN AND CNTRY,MO,,-,
19017340,S,4/12/2019 0:00,RESI,907 Victory Dr,Unincorporated,Unincorporated,331,21,210000,2,3 (2 1),1323,0.49,76,KWSW01,3,2,1,-,907 VICTORY DR,,UNINCORPORATD,MO,,-,
19010851,S,4/12/2019 0:00,RESI,5310 Vortex Dr,Unincorporated,Unincorporated,332,1,218989,3,2 (2 0),1171,0.25,44,DGER01,2,2,0,-,5310 VORTEX DR,,UNINCORPORATD,MO,,-,
19018215,S,5/7/2019 0:00,RESI,1205 Wachtel Ave,Unincorporated,Unincorporated,301,47,126500,2,1 (1 0),1111,0.1,94,SEPR01,1,1,0,-,1205 WACHTEL AVE,,UNINCORPORATD,MO,,-,
19048700,S,6/27/2019 0:00,RESI,10821 Waycroff,Unincorporated,Unincorporated,76,0,136099,3,2 (1 1),988,0.17,61,WCLK01,2,1,1,-,10821 WAYCROFF,,UNINCORPORATD,MO,,-,
19015833,S,4/25/2019 0:00,RESI,127 WEISS Ave,Unincorporated,Unincorporated,301,21,52001,2,1 (1 0),1090,0.15,109,RLXG01,1,1,0,-,127 WEISS AVE,,UNINCORPORATD,MO,,-,
19028055,S,6/17/2019 0:00,RESI,12841 Wenlock Dr,Unincorporated,Unincorporated,166,7,275000,3,3 (3 0),1434,0.23,55,RMXS01,3,3,0,-,12841 WENLOCK DR,,UNINCORPORATD,MO,,-,
19014575,S,4/12/2019 0:00,RESI,13540 Weston Park Dr,Town And Country,Town and Country,168,8,1245000,5,6 (4 2),4911,1,31,HMBR01,6,4,2,-,13540 WESTON PARK DR,,TWN AND CNTRY,MO,63131,-,1045
19037576,S,6/6/2019 0:00,RESI,12447 Westport Dr,Unincorporated,Unincorporated,166,2,197000,4,2 (2 0),1718,0.24,58,MLSD01,2,2,0,-,12447 WESTPORT DR,,UNINCORPORATD,MO,,-,
18079594,S,6/17/2019 0:00,RESI,3685 Woodman Dr,Unincorporated,Hazelwood,47,77,71000,3,2 (1 1),1102,0.15,47,RLXG01,2,1,1,-,3685 WOODMAN DR,,HAZELWOOD,MO,,-,
19037763,S,7/31/2019 0:00,RESI,11593 Altozano Lane,Unincorporated,Unincorporated,46,5,96900,4,2 (2 0),1620,0.17,52,SHIL,2,2,0,-,11593 ALTOZANO LN,,UNINCORPORATD,MO,63033,-,8103
19041835,S,7/10/2019 0:00,RESI,2030 Aqueduct Dr,Florissant,St Louis,64,28,102000,4,3 (2 1),1430,0.22,67,CKBR01,3,2,1,-,2030 AQUEDUCT DR,,ST LOUIS,MO,63033,-,2837
19039162,S,7/24/2019 0:00,RESI,2822 Arnold Ave,Unincorporated,Unincorporated,331,14,153000,3,1 (1 0),1416,0.12,63,PLAT01,1,1,0,-,2822 ARNOLD AVE,,UNINCORPORATD,MO,,-,
19049901,S,8/23/2019 0:00,RESI,2524 Bopp Rd,Town And Country,Town and Country,151,8,1895000,4,7 (5 2),4915,0.99,18,CBG 11,7,5,2,-,2524 BOPP RD,,TWN AND CNTRY,MO,63131,-,3217
18061254,S,7/1/2019 0:00,RESI,12045 Carberry Place,Town And Country,Town and Country,168,287,608500,4,5 (4 1),3325,1,37,BHAL05,5,4,1,-,12045 CARBERRY PL,,TWN AND CNTRY,MO,63131,-,3123
19028213,S,8/2/2019 0:00,RESI,14 Chapel Hill Estates,Town And Country,Town and Country,168,100,525000,4,4 (4 0),2215,0.99,58,CBG 11,4,4,0,-,14 CHAPEL HILL ESTS,,TWN AND CNTRY,MO,,-,
19051278,S,8/27/2019 0:00,RESI,15500 Chaste St,Florissant,St Louis,47,8,259000,3,4 (2 2),2342,0.41,32,BHGR01,4,2,2,-,15500 CHASTE ST,,ST LOUIS,MO,,-,
19055619,S,9/6/2019 0:00,RESI,5339 Chatfield Dr,Unincorporated,Unincorporated,332,3,235000,3,3 (3 0),1499,0.21,51,SORC01,3,3,0,-,5339 CHATFIELD DR,,UNINCORPORATD,MO,,-,
18092849,S,8/19/2019 0:00,RESI,12827 Clayton Rd,Town And Country,Town and Country,168,412,465000,3,2 (2 0),2011,1.12,63,MCAR01,2,2,0,-,12827 CLAYTON RD,,TWN AND CNTRY,MO,63131,-,1136
19042914,S,8/7/2019 0:00,RESI,4447 Dieckmann Ln,Unincorporated,Unincorporated,47,44,261500,4,3 (3 0),1375,3.01,46,EXPE01,3,3,0,-,4447 DIECKMANN LN,,UNINCORPORATD,MO,63034,-,1703
19019626,S,9/26/2019 0:00,RESI,355 Dietrich,Unincorporated,Unincorporated,169,125,243000,3,2 (2 0),1663,0.53,169,KWRC01,2,2,0,-,355 DIETRICH,,UNINCORPORATD,MO,,-,
19043701,S,7/23/2019 0:00,RESI,2418 Driftwood Lane,Maryland Heights,Maryland Heights,166,40,330000,4,3 (3 0),1676,0.49,32,CBG 11,3,3,0,-,2418 DRIFTWOOD LN,,MARYLND HGHTS,MO,,-,
19044242,S,8/30/2019 0:00,RESI,12825 Dubon Lane,Town And Country,Town and Country,168,7,975000,6,5 (4 1),4056,1.38,32,CBG 11,5,4,1,-,12825 DUBON LN,,TWN AND CNTRY,MO,63131,-,1414
